city,state,shape,city_latitude,city_longitude,duration_sec,year,month,day
Springboro,OH,triangle,39.54070000000001,-84.22119999999997,210.0,2011,12,Night
Middletown,OH,formation,39.47070414507786,-84.42877512953397,300.0,2011,12,Night
Springboro,OH,fireball,39.54070000000001,-84.22119999999997,,2011,12,Night
Dayton,OH,light,39.73540852059922,-84.16762780898921,300.0,2011,12,Night
Vienna,OH,light,,,5.0,2011,12,Night
New Albany,IN,triangle,38.28130000000007,-85.8401000000001,120.0,2011,12,Night
Pointplace,OH,fireball,,,35.0,2011,12,Night
Fargo,ND,teardrop,46.85898940568485,-96.84602144702814,60.0,2011,12,Night
Brainerd,MN,triangle,46.30670000000008,-94.10080000000012,120.0,2011,12,Night
St Louis,MO,triangle,38.6238249341758,-90.30852769878896,4.0,2011,12,Day
Lenzburg,IL,other,38.3051,-89.7749,,2011,12,Day
Whitehall,OH,fireball,,,30.0,2011,12,Night
Chester,IL,triangle,37.9523,-89.78830000000002,,2011,12,Night
Decatur,IL,sphere,39.85919213483132,-88.9325382022474,,2011,12,Night
Perryville,MO,triangle,37.73069999999999,-89.90599999999998,,2011,12,Day
Lees Summit,MO,light,38.924561847389576,-94.3553722891566,3600.0,2011,12,Night
Newark,OH,fireball,40.1241,-82.38279999999978,600.0,2011,12,Night
Baxter Springs,KS,oval,37.0479,-94.8223,,2011,12,Night
Highland,IN,unknown,41.54799999999995,-87.45640000000002,7200.0,2011,12,Night
New Paris,IN,sphere,41.4787,-85.8474,,2011,12,Night
New Paris,IN,sphere,41.4787,-85.8474,10.0,2011,12,Night
Belton,MO,light,38.78430000000002,-94.54570000000002,120.0,2011,12,Night
Mazon,IL,light,41.2379,-88.4073,2.0,2011,12,Night
Saint Louis,IL,disk,,,1800.0,2011,12,Night
Mitchell,SD,light,43.7183,-98.0261999999999,45.0,2011,12,Night
Kansas City,MO,light,39.10083513976063,-94.5644792926404,,2011,12,Night
Ashgrove,MO,unknown,,,24.0,2011,12,Night
White Bear Lake,MN,triangle,45.0847,-93.0099,,2011,12,Night
Manhattan,IL,light,41.38819999999999,-87.95430000000003,,2011,12,Night
Minneapolis,MN,circle,44.980783344228506,-93.2933078783923,,2011,12,Night
Saint Charles,MO,light,38.77286686567153,-90.55506208955204,240.0,2011,12,Night
Spencer,IA,sphere,43.147400000000005,-95.14249999999996,30.0,2011,12,Day
Connersville,IN,cylinder,39.653900000000014,-85.15180000000007,1740.0,2012,12,Night
Dalzell,IL,rectangle,,,,2012,12,Night
Morton Grove,IL,oval,42.04059999999997,-87.78260000000013,600.0,2012,12,Day
LaGrange,OH,triangle,41.25459999999999,-82.12470000000002,300.0,2012,12,Night
Bartlett,IL,fireball,41.97339999999991,-88.20650000000019,300.0,2012,12,Night
Blue Springs,MO,other,39.01482293577977,-94.28685825688048,60.0,2007,12,Night
Bay Village,OH,fireball,41.49159999999999,-81.95370000000001,180.0,2012,12,Night
Bolivar,MO,triangle,37.6422,-93.39960000000004,600.0,2012,12,Night
Milwaukee,WI,other,43.0517440261047,-87.95998544176753,,2012,12,Night
Perry,MI,light,42.8038,-84.21340000000005,360.0,2012,12,Night
Florence,SD,light,,,7.5,2012,12,Night
Effingham,IL,circle,39.119099999999946,-88.57020000000009,,2012,12,Day
Kearney,NE,oval,40.75747543859643,-99.10468479532162,10.0,2012,12,Night
Centerville,MN,sphere,,,1800.0,2012,12,Night
Charlotte,MI,oval,42.56889999999999,-84.8361,900.0,2012,12,Night
Mount Pleasant,MI,triangle,43.60592137404584,-84.80228625954189,300.0,2012,12,Night
Springfield,MO,light,37.19880653950965,-93.30922288828408,90.0,2012,12,Night
Beavercreek,OH,light,,,300.0,2012,12,Night
Pataskala,OH,sphere,40.00970000000002,-82.67180000000005,300.0,2012,12,Night
